Ulasan,Tanggal_Ulasan,Label
"Ke Madura belum lengkap rasanya kalau tidak mampir dulu ke Bebek Sinjay
 Menu nasi lauk bebek yang istimewa
 Top banget rasanya dan daging nya empuk hingga gigitan terakhir …",11 bulan lalu,Positif
"Pertama kali makan di sini, cukup puas dengan makanannya. Suasananya nyaman. Ada mushola dan toiletnya juga bersih. Semoga sukses terus",4 bulan lalu,Positif
"Kesini karena korban ""terkenal"".
 Jangan mengharapkan makan nasi bebek yang baru digoreng dan hangat. Masih enak bebek kaki lima lauknya fresh baru digoreng. Disini kita dapet nasi dan lauk …",sebulan lalu,Negatif
"Selalu ramai, rasa bebek cukup enak, tempat penuh, kebersihan perlu ditingkatkan",4 bulan lalu,Campuran
"nasi paket isi minum (teh pucuk atau mineral prima) dan bebek, Rp 30.000
 ayam Rp 31.000
 toilet bersih sih,tapi agak bau lemak eneg gitu padahal pakai masker …",4 bulan lalu,Campuran
"Bebek termatappp gaisss, sambel pencittnyaa juaraaa, tp gak terlalu pede sih sambelnya. Gak terlalu ramai, utk pegawainya kerjanya ya cepett, lokasi lumayan bersih, kamar mandi ya lumayan bersih. Harga standartlah, langsung paketan minum jugaa. Favoriteee keluarga ini mahh.",setahun lalu,Positif
"Dilihat dari segi makanannya, ya bebek hidangan andalannya, meskipun ada ayam juga. Di bagian depan rumah makan ada pamflet besar mengenai menu, beragam, tapi hanya ready sebagian. diantara yang sering ready adalah cah kangkung dan tahu …",9 bulan lalu,Positif
"Enaaaaak bangett, 1 porsi kira kira 28k udh sama es teh manis. Tempatnya luaaaas bgt banyak tempat duduknya.. 1 porsi dapet 2 bebek, puaaaaas banget ⭐⭐⭐⭐⭐",setahun lalu,Positif
"Bebek kremesnya Mak nyuus, sambal mangga mudanya pas enaknya, soal rasa tak perlu diragukan lagi. Hanya masalah parkir yang minus. Harus rela antri jika jam maksi.",3 minggu lalu,Campuran
"Kesekian kalinya kesini, tumben banget sambalnya gak pedes...pas order online yang di Surabaya malah lebih enak",4 bulan lalu,Positif
"Ga seburuk yang ku kira..
 Malah lebih baik jauh..
 Enak, ga minyak an, dan nasi nya juga pulen.. …",setahun lalu,Positif
"Enakk dan nyaman, cuman sambel sinjalnya agak pedes jadi nggak kemakan sampai habis",sebulan lalu,Positif
Tiap pulang selalu makan bebek sinjay. Kualitas tidak seperti dulu. Ukuran bebek tergolong kecil. Staff kurang banyak untuk tempat yang luas jadi banyak piring kotor telat dibersihkan. Hal yang sangat disayangkan sambalnya yang tidak …,11 bulan lalu,Positif
"Rasa bebeknya enak, empuk, gak alot.... Tapi untuk sambal mangganya sedikit, ya walau akhirnya boleh nambah juga sih....
 Disini harga makanannya satu porsi+ es teh pucuk Rp. 30.000,-
 Kalo suasana tempatnya, nomer satu deh....",5 bulan lalu,Positif
"Huft, pas pertama kali kesini agak syok karena crowded dan agak chaos. Nggak nyangka kalau sistem ordernya antri di kasir, antri ambil makanan (padahal dapat nomor) dan antri lagi ambil minum. …",11 bulan lalu,Negatif
"Bebeknya besar
 Rasanya sedikit asin tapi cocok di makan dengan nasi
 Enak mantap …",4 bulan lalu,Positif
"Bebeknya renyah dan gurih terus juga kering g ada minyak e.
 Mantappp👍👍 …",sebulan lalu,Positif
"Bebek yang cukup ramai di antara hidangan bebek yang lain di Madura. Jika dari arah Surabaya, bebek inilah yang paling dekat aksesnya dari jembatan Suramadu. Pelayanan cepat. Tersedia musala dan kamar mandi yang representatif. Jangsn lupa …",2 bulan lalu,Positif
"Koq kaya beda rasanya dengan yang dulu ya, meskipun masih enak tapi kaya ada yang kurang aja.. ukuran juga lebih kecil dibanding sebelumnya di gerai asal …",10 bulan lalu,Negatif
Mampir sini bungkus nasi bebek dua juli 2023 lalu. Seporsi 25 ribu. Nasi bebek adalah terasa enak. Sayang pilihan sambal hanya sambal pencit mangga muda. Saya yang pingin sambal lain jadi tidak bisa pilih. …,3 bulan lalu,Campuran
Enak bebek nya.. Andai menu minuman bisa ditambah teh hangat. Kopi. Dan jeruk. Biar banyak variasinya. Apalagi musim hujan kadan kita ingin yg hangat untuk diminum.,11 bulan lalu,Positif
"Bebek Sinjay saat ini boleh dibilang juaranya dan pelopor kuliber bebek madura, dengan sumbangsih efek domino ekonomi yang tidak sedikit bagi daerah khususnya Bangkalan. dengan type goreng kremes ( di madura ada 2 tipe masakan bebek goreng …",setahun lalu,Positif
"Cocok dengan masakannya, daging ayam dan bebeknya empuk, gurih dan enak.
 Tempatnya luas, nyaman.
 Cocok utk makan bersama keluarga ataupun rombongan.
 Ada musholla tempat wudhu dan kamar mandi yang bersih. 👍👍👍 …",8 bulan lalu,Positif
"kasir hanya 1 sedangkan customer sangat ramai. stok bebek sering kekurangan, sehingga nunggu pengiriman dari gudang.",6 bulan lalu,Campuran
"Makanan baik, Pelayanan kurang, sikap pelayannya juga kurang baik, nunggu pesanan sampai 1 jam lebih nunggu bebek digoreng.
 Ingin refund karena takut ketinggalan kereta tapi tidak bisa karena kasirnya …",6 bulan lalu,Negatif
"Rasanya enak
 Harganya yaaa lumayan lah
 Tempatnya enak …",seminggu lalu,Positif
Cabang baru. Lebih megah. Ini restorannya self service. Entah apakah ini metode baru kalo pas lagi rame2nya. Rame bgt pas long weekend. Antri. Jadinya lebih lama kalo nunggu pesanan. Kalo rasa bebeknya sudah tidak diragukan lagi. Jos,setahun lalu,Positif
"Gak pernah bosen makan bebek sinjay.
 Porsinya juga banyak.
 Harga masih ramah dikantong. …",7 bulan lalu,Positif
"Bebeknya enak, empuk dipadu dengan sambal mangga, tapi saya kurang begitu suka dengan sambal mangga, jadi makan nasi bebeknya saja, so far suka sama bebeknya yg empuk. …",2 bulan lalu,Positif
"Bebeknya enak banget. Selain karena saya emg pecinta bebek, disini makanan dan servicenya sangat memuaskan. The best pokonya untuk bebek sinjay 👍👌 …",10 bulan lalu,Positif
"masakannya nikmat.
 tapi sayang, mungkin di tiap meja bisa ditambahkan kecap dan lebih cepat dibersihkan ketika sudah selesai digunakan untuk makan.",2 hari lalu,Positif
Selalu jadi opsi terbaik untuk mampir kala perjalanan sby-mdr atau sebaliknya. Undoubtedly delicious. Must try untuk yang belum coba. …,setahun lalu,Positif
"Untuk rasa makanan sebenarnya standar saja sih
 Kalau pelayanan mungkin kena konsumennya banyak dan pelayannya sedikit jadi kita ambil sendiri pesanan pesanan kita dari depan dapur ke meja makan",sebulan lalu,Positif
"Bebek Sinjay baru ini Parkirnya luas,, tempat makannya cukup luas,, porsi bebeknya agak kecilan sekarang,, bebarapa bulan lalu makan di bebek sinjay lama masih gede porsi bebeknya.. …",setahun lalu,Positif
"Rasa bebeknya enak, gurih, bebeknya gede dan nasinya cukup banyak. Harga 30rb sepaket sudah dapat minum juga
 Untuk suasananya ramai tapi tempat duduk banyak, kurangnya di kamar mandi saja yg sedikit bau",3 bulan lalu,Positif
"Makanan enak kok, bebek nya hangat, sambal nya ga terlalu pedas cenderung asam manis, porsi nasinya pas, ga terlalu rame jadi enak lah",9 bulan lalu,Positif
"Tempat bagus.
 Meja kursi juga banyak namun agak kesulitan mencari tempat duduk untuk makan apabila saat ramaii :) …",9 bulan lalu,Positif
"Makanannya biasa-biasa aja
 Suasana kurang bagus karena banyak sampah di meja dan dibawah dan banyak orang yang merokok di tempat restoran mengganggu orang makan dan di atap ada tikus berkeliaran",3 minggu lalu,Campuran
"Bebek goreng per porsi 30 k include es teh buat dine in. Kalau take away hrga sama tp minuman tdk boleh di bwa pulang. Beli ikannya saja tanpa nasi 22 k.
 Level pedes sambel pencitnya biasa",4 bulan lalu,Campuran
"Makanannya enak..sambelnya enak banget, tidak terlalu pedas jadi bisa habis saya makan. Makanan yg lezay, ada toko oleh2nya juga.. sayang sampah dimana2, padahal tempat sampah juga banyak...",setahun lalu,Campuran
"Menunya nasi, bebek atau ayam sama sambel mangga, maknyosss..., ga akan kecewa, harganya bener-bener bersahabat banget, asik buat menuhin perut....",11 bulan lalu,Positif
"Saya pertamakali ke Bebek Sinjay, dan menurut saya overrated.
 Banyak yang bilang bebek Sinjay sangat enak, tapi menurut saya pribadi rasanya sama dengan bebek goreng lainnya. Mungkin kelebihannya ada di tekstur bebek yang …",8 bulan lalu,Positif
"Bebek nya lembut
 Enak
 Suasana bagus …",10 bulan lalu,Positif
"Udah pernah nyobain yang di surabaya ,, tapi yang disini menurut aku lebih enak 😀..
 Saya datang pas jam makan siang dan hari minggu antrian mengular tapi gak …",11 bulan lalu,Positif
"Rasa enduullll, sudah ngga di ragukan lagi , bumbu meresap sampe ke tulang😁
 Harga sesuai sama rasa, cuma mungkin utk porsi sambelnya bisa di tambah lagi dikit, …",setahun lalu,Positif
"Tempatnya sederhana tapi luas, area parkirnya juga luas, musholla bagus.
 
 Bebeknya gurih, garing ditambah sambal mangga yg pedes..., selera makan jadi bertambah, mantab",setahun lalu,Positif
"Mejanya kotor banget, piring bekas tidak cepat diambil oleh petugas, jadi sampai bertumpuk-tumpuk di meja. Jadi waktu makan, pengunjung mindahin piring kotor ke meja sebelah yang kotor juga.",sebulan lalu,Negatif
"Tempatnya rapi, enak, dekat pinggir jalan, pelayananya juga ramah dan cepat, sambelnya juga enak bngett,",3 bulan lalu,Positif
Enak dan nikmat.... tapi kok tak seperti dulu. Semoga di pertahankan rasa dan citranya seperti dulu lagi. Berkah selalu bebek sonjay,3 bulan lalu,Positif
Rasanya enak dan porsinya banyaak untuk ukuran perempuan. Worth it lah sama harganya. Tempatnya bersih dan luas. Sayangnya panas. Mungkin kurang kipas anginnya.,10 bulan lalu,Campuran
"sangat murah dan enak, tapi perlu diperbaiki fasilitasnya supaya tidak mengantre lama",3 bulan lalu,Campuran
Bebeknya enak dan ukurannya besar..pake sambel pencit.. Mungkin kalo ada alternatif sambel korek lebih asyik juga.. Tempatnya juga luas.. WC pake closed duduk dan bersih.. Cuman disini koq tarif parkirnya Rp 5 ribu!!?? Jarang2 resto besar narik parkir..,setahun lalu,Positif
"Self service, nasi bebek + teh 31rb murmer
 Kebersihan perlu ditingkatkan",5 bulan lalu,Positif
"Mantab.. Bebeknya besar dan gurih.. Sambel pencitnya enak..
 Harganya sangat terjangkau..
 28 rb udah dapet makan + minum",11 bulan lalu,Positif
"pelayanan buruk, menunya bisa habis dan pembeli antri lama. Nunggu bebek digoreng lagi bisa lama. Kalo bisa kasih rating minus. Semakin besar usahanya, semakin kurang pelayanannya. Mungkin perlu diberitakan nasional agar terdengar oleh manajemen",setahun lalu,Negatif
"tempatnya luas, parkiran luas, ada musholla dan mukenanya, kamar mandi cukup bersih, nice. Dan ada pengalaman unik disini, saya makan disini dikasih dalam bentuk sterofoam sedangkan orang madura asli makan disini menggunakan piring hahaha",setahun lalu,Positif
"Pertama kali menginjak pulau Madura justru di rumah makan ini, jadi ini pengalaman pertama di Pulau Madura . Untuk cita rasa masakan bebeknyacocok dilidah, dan pelayanan lumayan cepat",4 bulan lalu,Positif
"Bebeknya mantul. Porsi nasinya banyak bgt 1 piring penuh mana padat bgt lagi. Auto kenyang sih buat para wisatawan kek gitu. Tpi kebanyakan ga habisnya buat orang normal. Tersedia wastafel, kamar mandi, dan mushola. Untuk kebersihan lumayan …",setahun lalu,Positif
Salah satu warung makan dengan bebek goreng khas Madura yang bisa dijadikan tempat 'ampiran' karena berada di jalur utama penghubung antar kota di Madura.,sebulan lalu,Positif
"Tempatnya luas, parkir luas, makanannya enak 10/10",5 bulan lalu,Positif
"Take away bebek saja tanpa nasi Rp 20.000/potong. Rasanya konsisten, tetap enak dan empuk ngeprul-ngeprul di cabang manapun. Bumbu dan sambalnya tidak pelit 👍🏻 …",setahun lalu,Positif
"Makanannya enak sambal nya enak hanya saja sambalnya kurang banyak,, ayam atau bebeknya kriuk karena garing jadi enak. Parkiran luas dan mushollah nya nyaman dan bersih karena terbuka. Tempat duduknya juga banyak",3 bulan lalu,Positif
"Bebek gorengnya enak, garing dan tak berbau amis. Sambal pencit/mangga nya top: pedanya pas.
 Sayang tempatnya tanpa plafon jadi pas hujan, sangat berisik. …",setahun lalu,Campuran
"Mantabs, klo pas lebaran nguantri...diperbanyak pramusaji dan klo bisa ada tissue&sedotan tiap meja..😎😎😎⭐️⭐️⭐️⭐️⭐️ …",6 bulan lalu,Positif
"Tempat makanan fav aku
 Disini bebeknya enakbnget empuk udh GK perlu di ragukan lagiiii",6 bulan lalu,Positif
"Daging Bebek nya mantab empuk 👍👍
 Sambalnya pas …",3 bulan lalu,Positif
"Porsinya lebih sedikit. Sambalnya juga sedikit dan kurang pedas. Kangen makan bebek sinjay tahun 2013an, waktu itu bebeknya besar, sambalnya banyak dan pedas banget. Rasanya sudah beda",3 bulan lalu,Positif
Daging bebeknya empuk dan bumbunya terasa serta tidak bau. Menu yg layak dicoba di madura,11 bulan lalu,Positif
"Kalo rasa lumayan...
 Cuma bebeknya empuk ..
 Sambalnya kurang pedas malah cenderung asin untuk kategori sambal pencit y...
 Itu menurut lidah saya...",setahun lalu,Positif
"Enak utk mknan,tpi pegawai nya lelet cmn dmintain plastik saja dan hrs nunggu minuman teh nya lama bgt cenderung....setelah dkomplen mlh marah2....",8 bulan lalu,Negatif
"Wih, bebeknyaaaa... Mangstaphh!! Sayangnya nggak disediakan tisu sama tusuk gigi yg mana penting banget untuk resto makanan goreng2...",setahun lalu,Campuran
"salah satu bebek paling yahud menurut saya. Sambelnya pakai sambel pencit dan bebeknya empuk terus kulitnya agak krispy. Tempatnya luas banget, ada toilet dan parkiran juga luas. Sekalipun ngantri pelayanan bisa dibilang cukup cepat.",setahun lalu,Positif
"Kurang rekomen bebek muda masih belia rasa kurang nendang masih enakan cabang burneh, agak kecewa ga ada pilihan lain cuman 1 ekor bebek masih belia",6 bulan lalu,Negatif
Salah satu yang saya suka dari Bebek Sinjai adalah daging bebeknya yang tidak terlalu kering. Digoreng gurih tapi dagingnya masih basah dan empuk. Ditambah kecap dan sambal pencit serta nasi yg Punel menambah kenikmatan.,setahun lalu,Positif
"Penyajian Cepat, Lumayan Bersih, Toilet Lumayan bersih, pintu toilet aja yg rusak g bisa d kunci, soal rasa mah G usah d tanya lah sdh pasti Endolita",3 bulan lalu,Positif
"Bebek nya memang memiliki rasa khas dan banyak yang suka makanan bebek sinjay ,suasana kurang nyaman, tetapi itu relatif bagi setiap pribadi",4 bulan lalu,Positif
"Tempatnya bersih dan luas. Harganya murah tapi porsi besar. Rasanya enak, bumbunya kerasa sampe ke dalem jadi gurih. Sambalnya pedes seger. Cocok untuk makan bersama keluarga",setahun lalu,Positif
"Mantap dengan rasa dan tempat nya
 Belum lengkap kalau ke Madura ga ke bebek Sinjay 🥳 …",5 bulan lalu,Positif
"Bebeknya alot, masih ada bulu bulunya, varian sambelnya cuma sambel mangga (tidak enak), tisu dan sedotan harus ambil sendiri dimeja kasir",2 bulan lalu,Negatif
"Makanan enak, tempat makan luas, parkir luas, tp yg bikin kecewa itu pelayanannya. Asli males banget sama kasir pesanan. Masak ada customer pesan, dicuekin disambi lihat hp terus, nggak ada senyum dan ramahnya. Dimintai tambah sambel …",5 bulan lalu,Negatif
Bebek Sinjay special kremes dan sambel pencit... Khas kota Madura... Bebeknya enak rempahnya berasa beda sama yang cabang di Sidoarjo... Muantul sambelnya aja yang gak pedes... Tempat parkir luas dan tempat makanya luas bersih...,setahun lalu,Positif
Bebek nya joss.. Harga terjangkau,2 bulan lalu,Positif
Mampir sini karna penasaran aja tp B aja sih rasanya gak seheboh di medsos... dpt sambal pemcit aja,6 bulan lalu,Positif
"Jelas bebek sinjaynya enak, cocok dengan lidahku dan insyaallah juga cocok dengan lidah panjenengan sedoyo. Monggo
 Tidak hanya itu di tempat ini juga dilengkapi dengan mushollah dan tempat wudhu dan parkit yang representatif.",5 bulan lalu,Positif
"Harga Nasi bebek dan minum 30rb
 Pelayanan cepat",4 bulan lalu,Positif
"Bebek+Sambelnya Mantap Banget
 Minus karyawan di bagian penyediaan makanan perlu ditambah supaya tidak ada antrian panjang pas makan siang",3 bulan lalu,Positif
Bebek populer di Madura..sambal mangga mudanya mantep banget..harus di coba..,seminggu lalu,Positif
"Tempat luas
 Rasa tidak beda dengan pusat
 Pelayanan kurang …",setahun lalu,Campuran
"Pelayanan cepat. Rasa tetap dari dulu. Sambal pencitnya juara. Harga merakyat. Tersedia area parkir luas, musholla yg bersih dan nyaman.",5 bulan lalu,Positif
"Menurut saya tidak enak. Waktu ke sini bebek masih amis, sambal tidak pedas dan nasinya keras. Masih banyak nasi bebek lain di Surabaya yang lebih enak menurut saya. …",6 bulan lalu,Negatif
"Tempat makan yg enak, Bebek sambal pencitraan,
 Bebeknya mak nyus empuk crispy yg gurih dan sambal pencitnya yg khas mantul...",10 bulan lalu,Positif
"Salah satu resto di bangkalan madura yang wajib di kunjungi, karena menawarkan menu makanan yang sangat spesial yang dimana aelain dimadura menu makan ini mungkin tidak ada, terkenal dengan resto bebek sinjay madura yang sudah melegenda di …",setahun lalu,Positif
"Bebek sinjay arah pamekasan. Pakir luas tempat makan yang besar. Rasanya yahoot, harga terjangkau",setahun lalu,Positif
Makannya enak. Rekomen sekali kalau ke bangkalan... jangan lupa mampir ke bebek sinjay,sebulan lalu,Positif
"Tempatnya lebih deket dari jembatan suramadu, jadi lebih mudah dijangkau jika surabaya.
 Seperti biasalah, bumbu bebeknya kerasa dan sambal pencitnya pedes mantap.. 👍 …",setahun lalu,Positif
Berhenti makan disini dibebani pula dgn biaya parkir. Mengelola restoran di sisi jalan nasional tapi tidak menyediakan layanan free parkir buat konsumen?,9 bulan lalu,Campuran
Pengalaman mskan yang sangat mengecewakan. Pelayanan sangat buruk dan ditambah lagi ukuran potongan bebek kecil dengan harga yang tidak sebanding,8 bulan lalu,Negatif
"Bebek tulang lunaknya enak, cuman pelayanannya yang tumpang tindih gak ada staff khusus kasir dan pengambilan makan atau minum. Saran, sebaiknya penyajian makanan agar terlihat lebih higienis.",setahun lalu,Campuran
Menu bebek goreng dg sambal pencit enak mantap murah kalo pas punya duit,setahun lalu,Positif
"Luar biasa makanannya, empuk, sambel pencitnya menggigit.
 Toiletnya bersih, parkir luas, musholahnya bangunan futuristik. Layak untuk nyantai setelah perjalanan yg melelahkan khusus nya jalan macet dan padah di Blega dan Galis.",setahun lalu,Positif
"Luar biasah H+3 Lebaran Idul Fiti 1443H/ 2022M seramai ini tempatnya.
 Mecicipi bebek sinjai jauh jauh dari Cilacap - Jawa Tengah",setahun lalu,Positif
"Tempat Nyaman, parkiran luas, rasa khas madura dengan sambal pencit. Kebersihan toilet perlu ditingkatkan lagi",setahun lalu,Negatif
"Pelayanan tidak ramah
 Es teh ngga manis, kayak air gula warna coklat
 Bebek nya ngga fress. Tidak disajikan dengan keadaan panas. Nasi juga ngga …",setahun lalu,Negatif
Tempatnya nyaman parkir luas ada musholanya juga. Dan yang pasti bebeknya gurih empuk juga. Sambel pencitnya juara,setahun lalu,Positif
"Tempatnya luas, karyawan cekatan, cuma sepertinya untuk pembelian minuman dibatasi deh, masa baru jam 9 tapi es jeruk uda abis? Untuk rasa bebek nya enak dan dagingnya lunak. Ada mushola dan tempat parkir yang luas. Cocok buat makan² bareng keluarga.",setahun lalu,Positif
"Porsi makannya lumayan besar, kalo untuk cewek sepertinya terlalu banyak nasinya, rasa mantap, sambel pencitnya juga nagih. Harga pas, tempat makan juga bersih. Kamar mandi juga bersih. Musholla nyaman.",setahun lalu,Positif
"Gak pernah lupa buat mampir ke bebek sinjai kalau dari madura. Asli enak banget. Empuk dagingnya, bumbunya meresap, suasananya juga tenang (malam sekitar jam 7) next pasti bakal ke sini lagi",6 bulan lalu,Positif
perjalanan terbayarkan dengan rasanya yang enak,setahun lalu,Positif
"Enak rasanya, bebeknya empuk, tempat nya juga nyaman tapi ini tu uuaaaantriii banget😭 kalo pengen cepet-cepet harus peessen sebelumnya keknya.. tapi emg enak siiih👍 …",setahun lalu,Positif
"Tempat parkir sangat luas, terdapat rest area dan musholla nya. Suasana enak ada tapi antriannya agak lama",4 bulan lalu,Positif
"makanan kurang bersih di sambel ada lalat,antrian panjang,tidak di beri pembatas atau gmn,agak berantakan",setahun lalu,Negatif
"Porsinya besar, rasanya enak apalagi dimakan sama sambal mangganya",setahun lalu,Positif
"Mantab. Bebek punya citarasa khas.
 Harga paketan nasi dan bebek + minum 30k. Harga bebek saja tanpa nasi, take away, 22k.",5 bulan lalu,Positif
"ya ampunnn...apa krn lebaran hrga nya emang naik jadi 30rb, tpi klu bebeknya gede kyak biasanya sih gpp, ini kecil bgt ya allah kayak ngasih makan kucing ,,, se ukuran paha kecil wajar lah,tpi ini kecil bgt bbrpa kali ke sini tpi hri ini cukup nyesek, pelayanan karyawan kurang ramah,",6 bulan lalu,Negatif
"gak ada tempat bebas rokok, Cm toiletnya bau buanget....! …",setahun lalu,Negatif
"Soal rasa biasa sja sperti bebek goreng pd umumnya
 Layanan kalo lg rame ya lama. Klo lg sepi ya cepet
 Suasana cukup nyaman",6 bulan lalu,Campuran
"Untuk rasa sih lumayan sebelas dua belas dgn bebek yg dipinggir jalan, kelebihannya sih tempat luas. Mungkin karena bulan puasa jadi pengunjung gak terlalu, bisa menikmati suasana makan yg tenang.",7 bulan lalu,Campuran
Salah satu RM yang terkenal di Bangkalan .. dengan menu bebek goreng dan sambel pencit... Lokasi dekat jalan raya Bangkalan - Sampang dengan area parkir yang luas ... Dengan tempat duduk yang berjarak. Pesan bayar ambil duduk makan 🤤🤤... …,2 tahun lalu,Positif
Tempatnya luas parkirannya luas ada musholla juga. cocok untuk yang habis perjalanan jauh pelayanannya cepat karena menunya cuka 2 ayam dan bebek goreng. Makanannya enak porsinya banyak bisa minta extra sambal.,6 bulan lalu,Positif
"Bisa""nya ada tikus lewat di temboknya ya semoga ga ke dapur""nya si tolong kebersihannya diperhatikan. Untuk gelas dan isi minumanya tolong diperhatikan juga. Sepaket bebek sinjay dan es teh 30ribu.",6 bulan lalu,Negatif
"Nasi dengan porsi melimpah dan daging bebek yang empuk ditambah sambal khas yang bikin berselera dan biasanya ada pelengkap ampela goreng.
 Tempatnya luas, jadi jangan khawatir gak dapat meja.",7 bulan lalu,Positif
"Bebeknya kering, sambalnya 👍🏿👍🏿… …",6 bulan lalu,Positif
"Tukang parkirnya ga jujur udah bilang serombongan udah dibayarin parkirnya tapi tetep diambil uangnya, maaf duit ga seberapa tapi rejeki bapak ga barokah",setahun lalu,Negatif
Saya ke sana pas hari mggu. Jm 3 sore. Ke semua cabang sinjay. Semua antri minim 1 jam. Ayam ga ada. Khusus bebek saja. Belum lagi ditambah pelayanan kasir dan semua karyawan yang tidak ramah. Pokoknya kalau laper dan bawa anak kecil mending ga usah.,setahun lalu,Negatif
"Bebek legenda yang semakin digilas zaman karena saat ini semakin banyak varian bebek gorengnya yang lebih unik, kaya rasa, dan lebih empuk :)",setahun lalu,Positif
"Mantab, tempat bersih murah dan daging bebek nya empuk banget , dan sambalnya mantab yahuiii top markotop.... …",setahun lalu,Positif
"Tempat luas, parkiran enak, tapi bebeknya kurang asin diikiiit lagi hehe, soal selera sih, so far mengenyangkan dan menyenangkan perut 😄 …",2 tahun lalu,Positif
Harga 28k lengkap dengan es teh. Kalau nmbah sambal di kasi piring lain nmbah 5k. Di bebek rizky 20k udh lengkap dgn es teh juga. Untuk rasa juga sama enaknya.,setahun lalu,Campuran
"Plis lah, sambel pencit itu bagian yg penting untuk makan bebek goreng Sinjay, mau saya bayar buat tambah sambel katanya gausah langsung minta aja, tapi minta juga ga dikasih :(",setahun lalu,Negatif
"Nasi bebek khas madura yg sangat terkenal, tempatnya luas banget, nyaman buat makan, pesan bisa langsung ke kasir.",setahun lalu,Positif
rasa mantap..sambalnya maknyooozz..bebeknya kriuk d luar empuk dagingnya...pesen sendiri k kasir langsung bayar d muka,4 bulan lalu,Positif
"Lokasi di tepi jalan utama, parkir luas, kapasitas pengunjung banyak, menu tidak ada varian, rasa lumayan, kebersihan kurang. Pelayanan macam di fastfood resto dimana pengunjung harus self service",5 bulan lalu,Campuran
"Ke sini untuk kedua kalinya mantap, Sambal pencitnya lumayan enak.",3 bulan lalu,Positif
"Masakanya enak.
 Pelayananya cepat.
 Tempatnya luas. …",setahun lalu,Positif
"sangat rekomended sekali, dan bisa dimakan rame rame, tapi kalau bisa ketika pelanggan minta milih paha atau dada jangan di custom",4 bulan lalu,Positif
"Masakannya enak,alangkah lebih baik juga disediakan tisu dan tusuk gigi.",3 minggu lalu,Campuran
"Pelayanan gg memuaskan
 Bilang stok paha abis ternyata ada
 Udh gtu gag di kasih ati ampela …",2 tahun lalu,Negatif
"sekarang namanya lebih cocok diganti jadi anak bebek sinjay, tgl 09/05/23 terakhir beli disini Rp 22.000 anak bebek saja tanpa nasi, bebeknya bener2 mungil, makan 2 potong saja masih terasa kurang, padahal biasanya 1 potong saja sudah …",5 bulan lalu,Negatif
"Rumah makan bebek Sinjai di sebrang pulau Madura 15 menit dari Suramadu,makanan khas lidah Madura pelayanan cepat,namun musholla perlu ditingkatkan infrastruktur dan kelengkapan ibadah. Bagus lagi disediakan tempat rehat gratis bagi pak sopir yg mau rebahan. Terima kasih",7 bulan lalu,Positif
Harga 30.000 perporsi dapat 1 paket nasi + bebek + sambal mangga + minum es jeruk.,4 bulan lalu,Positif
Kmrn pas sy beli ngntri pol smpk 1jam lbh pas hari ke2 lebaran ktny bebeke telat nunggu pengiriman skdr saran aj klw sekiranya ramai tlng pegawai&bebeke dtmbh biar gk ngntri trllu lama&panjng tmptny sih ckp luas loksiny pun strategis,6 bulan lalu,Negatif
"Pelayannya buruk sekali,, gak ada etika nya pelayan di situ... saya sebagai pendatang sangat kecewa...
 Ngasih pesanannya sampai di banting gara² minta sambal..",5 bulan lalu,Negatif
"Tempat baru Bebek Sinjay.
 Area parkir luas.
 Interios luas dan bersih. …",10 bulan lalu,Positif
Rasanya enak hanya saja lebih enak lagi jika ada pilihan sambel lainnya.,sebulan lalu,Positif
"Makanan nikmat, sarana lengkap tapi pembersih kurang sigap (memang cepat membersihkan lantai",sebulan lalu,Positif
"Rasa Mantap
 Harga Terjangkau
 Suasana Nyaman
 Pelayanan Ok",7 bulan lalu,Positif
Tempat Nyaman luas banyak pilihan meja kursi dan lesehan,6 bulan lalu,Positif
"Suasana biasa saja, rasa bebek spt pada umumnya malah cenderung asin, sambal juga asin gak tahu kenapa bisa ramai",6 bulan lalu,Negatif
RM makan yg sangat luas dan sangat populer yg ada di kab.Bangkalan ciri khas bangkalam bebek sinjay mantap enak banget dan tempat nyaman,setahun lalu,Positif
"Tempat makan bebek di madura, bangkalan, lokasinya dari arah surabaya, setelah jembatan suramadu terus saja hingga ujung jalan, pertigaan belok kanan kearah sumenep, kemudian lurus saja, begitu ada pom bensin pelan lokasinya disamping pom bensin, sebelah kiri jalan.",9 bulan lalu,Positif
Enaknya sampai ke tulang..,sebulan lalu,Positif
Bebek goreng nya empuk....sambal pencitnya mantap....suka sekali... pelayanan cepat,11 bulan lalu,Positif
rasanyaa enakk mantapp pokoknya,2 bulan lalu,Positif
Recommended food saat pelesiran ke Madura,3 bulan lalu,Positif
Makan bebek terbaik,4 bulan lalu,Positif
"Tempat makan standart. Pelayanan sangat jelek. Perlu ada pelatihan bagi karyawan.. dari banyaknya karyawan yg ada, which is tempat makannya tidak terlalu ramai, tapi banyak piring sisa makan pengunjung yang tidak langsung dibersihkan. …",8 bulan lalu,Negatif
"Favorit banget kalau makan bebek di Madura, pulang kampung makannya di sini... Buat obat kangen juga...",2 bulan lalu,Positif
"Tempat makan rekomended baanget, pas gitu ngga nunggu lama lagi, siip dech",4 bulan lalu,Positif
Bebeknya enak. Trmpatnya luas. Cm Kamar mandi krg bersih,4 bulan lalu,Campuran
